hostname,n_planets,avg_radius_earth,avg_mass_jupiter
WASP-166,1,7.06167,32.10083
WASP-28,1,13.66374747,282.54945382
WASP-68,1,14.79588,343.2564
ZTF J1230-2655,1,13.78704626,7024.0077947
BEBOP-3,1,14.2,177.34825111
Gaia-5,1,12.1,6633.07885409
HAT-P-3,1,10.53646,206.5895
HAT-P-40,1,17.03768,152.5584
HD 16905,1,12.4,3591.4609991
HD 169142,1,13.1,953.485221
HD 196885 A,1,13.2,819.97
HD 222076,1,13.5,495.8148
HD 222155,1,13.4,581.62598481
HD 224538,1,12.7,2075.73732612
HD 284149 A,1,12.0,8352.53053596
HD 88072,1,12.6,2511.79790052
K2-13,1,1.89,4.23
K2-217,1,3.57854073,12.5
K2-382,1,2.072,4.95
KMT-2021-BLG-2609L,1,3.17,10.17050902
KOI-4777,1,0.51,99.2
Kepler-1007,1,1.44,2.67
Kepler-1118,1,2.74,7.95
Kepler-1123,1,1.67,3.43
Kepler-1135,1,1.85,4.08
Kepler-1147,1,2.61,7.32
Kepler-1173,1,0.89,0.64
Kepler-1219,1,2.12,5.14
Kepler-1293,1,0.97,0.871
Kepler-1405,1,3.96,14.9
Kepler-1412,1,0.83,0.498
Kepler-1448,1,1.61,3.22
Kepler-1558,1,0.68,0.244
Kepler-1615,1,2.06,4.9
Kepler-1745,1,1.92872921,4.38
Kepler-1810,1,3.91815325,14.6
Kepler-1833,1,1.30027362,2.24
Kepler-1966,1,1.10479327,1.39
2MASS J22362452+4751425,1,12.3,3972.875
Kepler-666,1,2.4,6.35
Kepler-729,1,3.58,12.5
Kepler-794,1,2.11,5.1
Kepler-934,1,2.09,5.02
Kepler-941,1,3.08,9.69
Kepler-962,1,1.97,4.54
OGLE-2017-BLG-1522L,1,14.0,240.0
OGLE-2019-BLG-0249L,1,12.7,2262.93825784
TOI-1135,1,9.34085,51.42
TOI-1296,1,14.11645916,95.3
TOI-1789,1,16.14093221,222.4798849
TOI-206,1,1.3,2.24
TOI-2236,1,14.36991326,502.16888306
TOI-2266,1,1.54,2.99
TOI-4559,1,1.415,2.59
TOI-480,1,2.85372018,20.8
Kepler-1369,1,2.69,7.7
Kepler-837,1,2.56,7.08
TOI-2018,1,2.268,9.2
Kepler-1314,1,5.11,22.9
Kepler-1433,1,1.56,3.05
Kepler-1535,1,2.55,7.04
Kepler-1645,1,1.78,3.82
HD 17156,1,12.26262489,1036.12060682
Kepler-1755,1,5.91688317,29.4
Kepler-1761,1,1.39109603,2.51
Kepler-1263,1,1.14,1.55
Kepler-1220,1,1.52,2.92
Kepler-1940,1,1.54732469,3.01
KELT-24,1,12.71098411,1458.83238813
K2-376,1,1.736,3.66
K2-28,1,2.32,5.99
K2-14,1,4.81,20.7
HIP 34222,1,13.9,263.79757781
HD 70573,1,12.8,1900.0
HD 285507,1,13.8,311.4734
HD 212301,1,14.2,162.0933
HD 211970,1,3.66,13.0
Kepler-410 A,1,2.838,8.44
Kepler-425,1,10.962,79.45
Kepler-474,1,3.06,9.59
Kepler-643,1,10.16,321.0083
Kepler-694,1,2.8,8.25
Kepler-748,1,2.52,6.9
Kepler-764,1,1.64,3.33
Kepler-823,1,1.57,3.09
Kepler-838,1,2.73,7.9
Kepler-861,1,2.28,5.82
Kepler-867,1,4.64,19.4
MOA-2020-BLG-208L,1,7.71,46.0
NGTS-3 A,1,16.58932,756.4354
NGTS-31,1,18.04645893,355.96781584
PSR J2322-2650,1,13.9,252.643067
TIC 237913194,1,12.520453,617.22586
TOI-1899,1,11.09689089,212.94503269
TOI-3714,1,11.32107051,222.4798849
TOI-4087,1,13.04725353,232.01473711
TOI-5143,1,16.25302201,
TOI-5803,1,3.2732,10.7
HD 150010,1,13.3,762.7881768
HD 143811 A,1,15.69257298,1938.7532827
WASP-183,1,16.47723,159.55066
eps Ind A,1,12.7,2005.49724817
2MASS J12073346-3932539,1,12.9,1589.15
HD 141937,1,11.9,8714.85491994
BD+05 4868 A,1,,6.2
CD-35 2722,1,17.37392009,9375.9380065
EPIC 211822797,1,1.92,4.35
GJ 3988,1,1.74,3.69
HD 125390,1,11.9,8646.20398403
GJ 514,1,2.13,5.2
GJ 9404,1,3.48,11.9
HAT-P-27,1,11.43,197.05
HATS-46,1,10.121727,54.98459
HATS-64,1,18.819911,305.1168
HATS-66,1,15.815899,1694.0339
HATS-77,1,13.05846252,436.69623122
HD 110537,1,11.9,8612.83200129
GJ 9689,1,3.07,9.65
HD 161178,1,14.1,181.16219199
HD 165155,1,13.2,918.5287
CFBDSIR J145829+101343,1,12.4,3337.1
HD 205739,1,13.6,435.41
HD 21411,1,9.52,65.9
HD 21520,1,2.697,17.7
BD+20 274,1,13.0,1334.886
mu2 Sco,1,12.3,4576.7290608
HD 231701,1,13.7,359.1479
WASP-52,1,14.24,146.2
TYC 2187-512-1,1,12.5,104.88337431
HD 76920,1,13.1,994.80291391
HIP 79098 AB,1,12.1,6515.515
K2-150,1,2.0,4.66
TOI-3023,1,16.43236571,197.05361234
K2-27,1,4.74,30.2
K2-271,1,7.28,41.8
TOI-2368,1,10.83908434,206.58846455
TOI-2260,1,1.62,3.26
K2-347,1,2.41,6.39
TOI-2152,1,14.35870428,899.45439181
KELT-21,1,17.777474,1242.7153
KMT-2019-BLG-1216L,1,5.98,29.87587026
KMT-2021-BLG-0712L,1,6.91,38.19
Kepler-1043,1,2.55,7.04
Kepler-1139,1,1.19,1.81
Kepler-1150,1,1.02,1.04
Kepler-1202,1,2.94,8.96
Kepler-1210,1,1.7,3.53
Kepler-1236,1,2.14,5.22
Kepler-1338,1,0.92,0.721
Kepler-1359,1,2.83,8.4
Kepler-638,1,1.83,4.01
Kepler-1418,1,1.66,3.39
ROXs 12,1,12.2,5085.0
Kepler-1582,1,1.49,2.83
Kepler-997,1,1.36,2.42
Kepler-1650,1,0.96,0.84
Kepler-1741,1,1.273,2.16
Kepler-1787,1,2.31898181,5.99
Kepler-1897,1,2.81407954,8.32
Kepler-1918,1,2.29763023,5.89
Kepler-1922,1,2.29064904,5.86
Kepler-908,1,1.22,1.98
Kepler-1997,1,2.28,5.82
Kepler-894,1,2.78,8.15
Kepler-892,1,2.81,8.3
Kepler-846,1,2.48,6.71
Kepler-695,1,9.21,62.3
Kepler-686,1,12.15,
Kepler-1579,1,0.84,0.52
Kepler-35,1,8.16,40.363
Kepler-516,1,5.74,27.9
Kepler-541,1,3.36,11.2
Kepler-568,1,2.26,5.73
Kepler-578,1,2.0,4.66
Kepler-582,1,3.68,13.1
Kepler-1968,1,1.50004034,2.86
Kepler-778,1,1.68,3.46
BD+49 828,1,13.5,508.5
Kepler-859,1,3.09,9.75
Kepler-885,1,2.5,6.8
Kepler-1954,1,1.80235934,3.9
Kepler-951,1,5.59,26.7
OGLE-2018-BLG-0740L,1,12.9,1500.0
OGLE-2019-BLG-1053L,1,1.38,2.48
Kepler-1885,1,1.51110555,2.89
TOI-169,1,12.172974,251.40353
TOI-1772,1,2.905,8.78
TOI-2193 A,1,19.83989584,298.75870258
TOI-4214,1,10.68215861,165.27077164
TOI-5076,1,3.48935569,16.14568308
TOI-5293 A,1,11.9,170.4
TOI-6324,1,1.059,1.17
TYC 0434-04538-1,1,12.7,1938.763
WASP-14,1,15.46842,2809.6172
WASP-173 A,1,13.4508,1172.7927
WASP-22,1,13.78707,212.9461
Wendelstein-1,1,11.5609626,188.15536
ups Leo,1,14.2,162.09248757
CoRoT-16,1,13.11,170.032
HAT-P-1,1,14.784671,166.86075
Kepler-1882,1,1.48674404,2.81
Kepler-1852,1,1.88610592,4.22
HATS-65,1,16.824709,260.93843
HD 106252,1,12.5,3178.28407
Kepler-1598,1,0.95,0.809
HD 224693,1,14.0,222.481
HD 49674,1,6.2,31.783
HD 86065,1,12.5,2877.30056857
HD 89744,1,12.6,2653.8805
HD 9174,1,13.7,352.7913
K2-419 A,1,10.55,196.0
Kepler-1522,1,1.73,3.64
Kepler-1480,1,1.67,3.43
KELT-8,1,18.15858,209.7678
KMT-2018-BLG-1025L,1,2.34,6.059
Kepler-1475,1,2.92,8.85
Kepler-1019,1,1.46,2.73
Kepler-1212,1,2.14,5.22
Kepler-1230,1,2.71,7.8
Kepler-1257,1,1.52,2.92
Kepler-1453,1,2.67,7.61
Kepler-1430,1,1.18,1.76
Kepler-1584,1,1.61,3.22
Kepler-1599,1,1.62,3.26
Kepler-1697,1,1.25954761,2.12
Kepler-1738,1,2.82472883,8.37
Kepler-1832,1,1.22719556,2.02
Kepler-1835,1,3.53387773,12.2
Kepler-1425,1,0.94,0.779
Kepler-1373,1,1.16,1.65
Kepler-1320,1,1.7,3.53
Kepler-1286,1,2.15,5.27
Kepler-1261,1,2.26,5.73
Kepler-408,1,0.82,5.0
Kepler-567,1,2.25,5.69
Kepler-576,1,3.27,10.7
Kepler-588,1,2.63,7.41
Kepler-659,1,2.5,6.8
Kepler-692,1,3.11,9.85
Kepler-796,1,1.3,2.24
Kepler-1253,1,1.33,2.33
Kepler-1265,1,1.35,2.39
Kepler-91,1,15.322703,257.4423
OGLE-2011-BLG-0173L,1,9.01,60.0
OGLE-2017-BLG-1806L,1,2.15,5.27
OGLE-2023-BLG-0836L,1,12.9,1385.73185452
Kepler-1235,1,0.79,0.418
TIC 46432937,1,13.31626907,1017.0509024
TOI-139,1,2.4566,6.6
TOI-1744,1,2.68,7.65
TOI-4791,1,12.44196858,734.18362017
Kepler-1070,1,1.73,3.64
WASP-44,1,12.3299,276.5121
WTS-1,1,16.7,1274.44
CFHTWIR-Oph 98 A,1,20.8487041,2479.0615746
CI Tau,1,13.0,1144.1822652
EPIC 201238110,1,1.87,4.16
HAT-P-56,1,16.92559,734.1873
Kepler-1027,1,0.89,0.64
HD 111591,1,12.9,1398.452
HD 145934,1,13.4,658.5404593
HD 24085,1,3.46,11.8
HD 94834,1,13.7,400.4658
HIP 78530,1,12.0,7300.0
K2-207,1,2.60585269,7.3
K2-345,1,2.11,5.1
KMT-2018-BLG-1292L,1,12.9,1400.0
K2-98,1,5.06645928,34.00763955
KMT-2018-BLG-1990L,1,12.9,111.0
KMT-2021-BLG-1391L,1,1.97,4.55
Kepler-1020,1,2.28,5.82
KELT-3,1,17.48604,616.5902
HATS-12,1,7.76,759.6137
Kepler-1078,1,1.9,4.27
Kepler-1164,1,1.12,1.46
K2-409,1,2.482,6.72
Kepler-1422,1,2.02,4.74
Kepler-1704,1,11.94877343,1322.16617312
Kepler-1732,1,4.09903273,15.7
Kepler-1826,1,1.47519116,2.78
Kepler-1873,1,1.62573811,3.28
Kepler-1923,1,1.95958179,4.5
K2-394,1,1.692,3.51
K2-226,1,1.53899305,2.98
K2-192,1,1.52,2.92
K2-179,1,2.51267885,6.86
Kepler-422,1,12.89,136.66
K2-175,1,2.03803688,4.81
Kepler-562,1,5.21,23.7
Kepler-813,1,2.14,5.22
Kepler-820,1,6.09,30.8
K2-139,1,9.11,123.00021
Kepler-987,1,3.26,10.7
OGLE-2016-BLG-0263L,1,13.0,1300.0
OGLE-2019-BLG-0362L,1,13.1,1036.12060682
TOI-1107,1,14.57167491,1064.72516345
K2-110,1,2.592,15.9
TOI-1799,1,1.642,4.0
TOI-2025,1,11.89272852,1144.1822652
TOI-332,1,3.2,57.2
TOI-3877,1,11.67975789,99.7981198
TOI-4961,1,12.34108775,572.0911326
WASP-184,1,14.90797,181.1631
gam Cep,1,12.7,2097.6674862
kap And,1,12.3,4327.36
xi Aql,1,13.4,616.90493799
BEBOP-4 A,1,,8358.8871041
CoRoT-23,1,11.77,889.9
EPIC 212499991,1,1.6,3.19
G 196-3,1,12.0,8263.538582
HD 44219,1,14.1,184.34047606
HAT-P-6,1,16.58932,419.5356
HD 102365,1,4.14,16.0
HD 152079,1,13.2,845.74563
HD 181342,1,13.2,807.2882
HD 209458,1,15.58051,232.0159
HD 14067,1,12.2,4862.7746271
K2-206,1,2.79522879,8.22
K2-221,1,1.67890272,3.46
K2-259,1,2.32,5.99
K2-317,1,2.93,8.91
K2-393,1,2.352,6.13
K2-61,1,1.92,4.35
KMT-2019-BLG-2974L,1,11.4,88.99195396
Kepler-1000,1,4.76,20.3
Kepler-1051,1,3.4,11.5
Kepler-1145,1,1.4,2.54
Kepler-1324,1,1.51,2.89
Kepler-1467,1,3.3,10.9
Kepler-1540,1,2.49,6.76
Kepler-1559,1,0.72,0.299
Kepler-1574,1,1.29,2.21
Kepler-1626,1,2.02,4.74
Kepler-1632,1,2.47,6.66
Kepler-1879,1,2.06512018,4.92
HATS-17,1,8.709393,425.25654
CoRoT-35,1,18.83108758,349.6112477
HAT-P-54,1,10.581296,241.5508
Kepler-41,1,14.46,177.98
GJ 740,1,1.53,2.96
Kepler-484,1,2.28,5.82
Kepler-580,1,2.57,7.13
Kepler-668,1,2.7,7.75
Kepler-682,1,7.37,42.6
Kepler-710,1,1.88,4.19
Kepler-856,1,9.3,63.3
Kepler-926,1,2.31,5.95
Kepler-935,1,1.35,2.39
Kepler-982,1,2.25,5.69
MOA-2011-BLG-322L,1,12.4,3690.0
NGTS-12,1,11.747032,66.10864
NGTS-20,1,11.99360935,947.12865286
NGTS-34,1,3.65,19.1
NGTS-4,1,3.18,20.6
NGTS-8,1,12.21781,295.5819
OGLE-2013-BLG-1761L,1,13.2,860.0
OGLE-2017-BLG-1049L,1,12.8,1760.0
OGLE-2018-BLG-0516L,1,4.73,20.1
TOI-1230,1,3.23968384,10.6
TOI-3976 A,1,12.27383387,55.61997123
TOI-6420,1,11.93756445,2606.1929374
TOI-7041,1,11.43316031,114.41822652
USco CTIO 108,1,12.3,4449.62
CoRoT-4,1,13.34,228.83
WASP-118,1,16.14096,163.36462
WASP-83,1,11.65736,95.349
WASP-94 B,1,14.1,196.411
BD+20 594,1,2.57807,22.2481
BD+63 1405,1,12.4,3305.4154328
CoRoT-12,1,16.14,291.438
CoRoT-2,1,16.432,1102.82
DP Leo,1,12.7,1995.88832
EPIC 220492298,1,0.99,0.937
GJ 341,1,0.88,4.0
GU Psc,1,14.179,3591.3
HAT-P-15,1,11.88154,616.5902
HAT-P-37,1,13.204,371.528
HAT-P-42,1,14.348,331.801
HAT-P-7,1,16.92559,584.8072
HATS-1,1,14.594,589.55
HD 100655,1,13.5,511.7063
HD 103891,1,13.2,918.52409623
CoRoT-36,1,15.80466279,216.12331676
HD 128717,1,12.1,6293.0024586
HD 167677,1,13.2,905.81095995
HD 199509,1,7.43,43.22466335
HD 222237,1,12.8,1649.52943233
HD 30669,1,14.3,149.37
HD 3651,1,10.1,72.46524
HIP 79431,1,13.4,667.415
K2-171,1,2.68657205,7.69
K2-225,1,3.60929179,12.7
K2-355,1,2.25,5.69
K2-369,1,1.313,2.28
K2-379,1,2.181,5.4
K2-412,1,2.116,5.13
KELT-15,1,19.50366,416.3573
Kepler-1025,1,1.98,4.58
Kepler-1069,1,1.6,3.19
Kepler-1071,1,2.38,6.26
CT Cha,1,24.66,5403.0
Kepler-12,1,19.660586,137.30256
Kepler-1209,1,1.51,2.89
Kepler-1249,1,2.38,6.26
Kepler-1326,1,4.18,16.3
Kepler-1554,1,2.9,8.75
Kepler-1606,1,2.07,4.94
Kepler-1612,1,1.03,1.08
Kepler-1715,1,4.14042267,16.0
Kepler-1762,1,2.76022913,8.05
Kepler-1777,1,2.13189678,5.19
Kepler-1808,1,3.02511302,9.4
Kepler-1865,1,1.57686072,3.11
Kepler-1904,1,1.3904994,2.51
Kepler-1909,1,1.09217411,1.33
Kepler-1933,1,1.17984089,1.76
Kepler-1944,1,2.75971163,8.05
Kepler-515,1,1.46,2.73
Kepler-586,1,2.79,8.2
Kepler-627,1,3.73,13.4
Kepler-792,1,1.96,4.5
Kepler-985,1,2.98,9.17
NGC 2682 YBP 401,1,14.3,146.2018
TOI-1268,1,9.1,96.4
Kepler-855,1,8.35,52.7
TOI-3135,1,13.65253849,327.36325921
TOI-3160 A,1,13.7646283,378.21580433
TOI-3568,1,5.3,26.4
TOI-4379,1,16.69017226,353.74301699
WASP-177,1,17.71022,161.45764
WASP-37,1,13.002,572.07
WTS-2,1,15.277867,355.9696
Wendelstein-2,1,12.9934728,232.33373
Wolf 1069,1,1.08,1.26
EPIC 201841433,1,1.04,1.12
HATS-51,1,15.80469,244.09344
HD 106270,1,12.4,3623.2438398
HD 135344 A,1,16.25302201,3178.28407
HD 148156,1,13.9,270.144
HD 164509,1,14.3,140.79869
HD 18742,1,13.1,1080.622
HD 196050,1,12.9,1493.7935129
HD 210702,1,13.6,481.5100366
HD 28192,1,12.2,99.7981198
HD 72892,1,12.8,1737.88572948
HD 80883,1,12.8,1748.0562385
K2-218,1,2.56948149,7.13
K2-241,1,2.55,7.04
K2-261,1,9.26982704,68.96876432
K2-401,1,2.262,5.74
K2-69,1,2.32,5.99
K2-74,1,2.31,5.95
KELT-11,1,15.13212395,65.15482343
KMT-2019-BLG-0253L,1,2.99,9.2
KMT-2021-BLG-1372L,1,9.12,61.27
KMT-2024-BLG-1209L,1,13.2,839.06699448
Kepler-1174,1,1.59,3.15
Kepler-1223,1,1.22,1.98
Kepler-1331,1,1.05,1.16
Kepler-1356,1,1.53,2.96
Kepler-1399,1,1.25,2.1
Kepler-1401,1,1.68,3.46
Kepler-1501,1,1.56,3.05
Kepler-1660 A,1,12.9,1586.59940774
Kepler-1789,1,2.83137505,8.4
Kepler-1854,1,2.58746104,7.21
Kepler-1899,1,1.55098292,3.02
Kepler-461,1,2.58,7.18
Kepler-472,1,3.22,10.5
Kepler-550,1,4.42,17.9
Kepler-583,1,2.28,5.82
Kepler-608,1,3.64,12.9
Kepler-693,1,10.18,73.8
Kepler-703,1,8.2,51.1
Kepler-786,1,2.43,6.48
Kepler-806,1,1.14,1.55
Kepler-834,1,2.02,4.74
Kepler-99,1,1.48,6.15
MOA-2013-BLG-220L,1,13.2,871.0
MOA-bin-1L,1,13.0,1200.0
MWC 758,1,,
NSVS 14256825,1,12.3,4497.2945
OGLE-TR-211,1,15.244,327.351
PZ Tel,1,11.9,8581.366989
SWEEPS-4,1,9.079,1207.7
TOI-1269,1,2.40144286,6.4
TOI-1710,1,5.20315158,22.4
TOI-1807,1,1.49681583,2.44
TOI-2545,1,2.75,8.0
TOI-2989,1,12.55405838,953.485221
TOI-5300,1,9.86390302,190.6970442
TOI-6029,1,14.39233122,519.64944544
TOI-6130,1,14.3474953,333.71982735
WASP-19,1,15.86070769,366.77398168
WASP-192,1,13.78707,731.009
WASP-69,1,11.21,82.58
BD+03 2562,1,12.7,2034.112
WASP-153,1,17.37395,123.9537
Kepler-1045,1,2.69,7.7
Kepler-1237,1,2.86,8.55
Kepler-1353,1,1.8,3.89
Kepler-1434,1,1.11,1.41
Kepler-1525,1,0.91,0.693
Kepler-1616,1,1.02,1.04
Kepler-1760,1,2.28995546,5.86
Kepler-1906,1,2.77615754,8.13
Kepler-1928,1,1.992,4.63
Kepler-1941,1,2.64976949,7.51
Kepler-1949,1,2.21964541,5.56
Kepler-1976,1,12.21,
HD 20329,1,1.72,7.42
KMT-2017-BLG-2509L,1,13.4,664.26137063
K2-15,1,2.48,6.71
K2-127,1,8.37,52.9
HIP 66074,1,12.9,1589.142035
Kepler-441,1,1.64,3.33
Kepler-471,1,14.96,
Kepler-476,1,3.08,9.69
Kepler-477,1,2.07,4.94
Kepler-497,1,6.04,30.4
Kepler-512,1,2.69,7.7
Kepler-547,1,4.0,15.1
Kepler-658,1,1.63,3.29
Kepler-677,1,5.38,25.0
HIP 114933,1,13.4,616.58710958
Kepler-739,1,3.32,11.0
Kepler-742,1,3.24,10.6
HD 235088,1,1.982,4.15
HD 221585,1,13.5,511.7063
LHS 1478,1,1.242,2.33
Lupus-TR-3,1,9.976,257.431
MOA-2022-BLG-563L,1,14.0,127.1313628
NGTS-10,1,13.506845,687.14846
OGLE-2017-BLG-1691L,1,3.92,14.62010672
TOI-2459,1,2.9531,9.03
OGLE-2018-BLG-1269L,1,14.1,210.0
TOI-1859,1,9.75181321,68.6
HATS-41,1,14.90797,3082.951
TOI-3486,1,10.5700688,99.16246298
TOI-3819,1,13.13692538,352.78953177
TOI-3912,1,14.28024141,129.03833324
TOI-871,1,1.664,3.41
TOI-913,1,2.4528,6.59
WASP-161,1,12.811887,791.3967
WASP-168,1,16.8135,133.4886
WASP-171,1,10.98482,344.52772
WASP-63,1,15.80469,117.5971
WASP-78,1,21.63337,352.7913
XO-1,1,12.77826,263.7989
b Cen A,1,12.4,3464.3296363
BD+48 738,1,13.9,289.2253
HATS-27,1,16.8135,168.4499
CoRoT-28,1,10.704595,153.82972
EPIC 212424622,1,2.17,5.35
FU Tau,1,12.2,5085.28
HAT-P-46,1,14.392,156.684
HATS-4,1,11.433,420.471
HD 102956,1,13.8,305.1168
HD 109988,1,12.1,6935.33366915
HD 117207,1,13.4,669.34662514
HD 41004 A,1,13.2,807.25
HAT-P-59,1,12.58768533,489.45574678
HIP 107772,1,3.64,12.9
K2-216,1,1.75,8.0
K2-286,1,2.1,5.06
K2-339,1,1.92,4.35
K2-48,1,2.24,5.65
HAT-P-31,1,12.21781,721.4741
HAT-P-29,1,13.11453,279.6904
K2-64,1,2.07,4.94
KMT-2018-BLG-1743L,1,10.5,77.86795971
Kepler-1225,1,1.82,3.97
Kepler-1226,1,1.45,2.7
Kepler-1284,1,1.21,1.92
Kepler-1368,1,1.65,3.36
Kepler-1377,1,1.25,2.1
CoRoT-3,1,11.32,6883.91
Kepler-1482,1,1.01,1.01
CoRoT-29,1,10.0881,270.1555
Kepler-1604,1,1.41,2.57
Kepler-1644,1,1.88,4.19
CoRoT-26,1,14.12,165.26
Kepler-1795,1,1.66301611,3.4
WASP-93,1,17.900773,467.2101
Kepler-1844,1,3.03648191,9.46
WASP-162,1,11.209,1652.716
Kepler-1989,1,4.62,19.3
Kepler-1995,1,4.28,16.9
WASP-159,1,15.46842,174.8065
WASP-108,1,15.13212395,283.50293904
TrES-1,1,12.66617,266.9772
TOI-6692,1,11.67975789,197.05361234
TOI-2154,1,16.28664896,292.40213444
Kepler-1860,1,1.13863767,1.55
TOI-1811,1,11.14172682,308.9292116
TOI-1174,1,2.562,32.0
Qatar-4,1,12.722215,1938.763
Kepler-552,1,3.95,14.8
Kepler-566,1,2.15,5.27
OGLE-2017-BLG-1375L,1,12.4,3585.0
Kepler-604,1,2.59,7.22
Kepler-687,1,3.52,12.2
Kepler-788,1,2.55,7.04
OGLE-2013-BLG-1721L,1,14.1,200.0
Kepler-905,1,1.41,2.57
NGTS-27,1,15.64773706,188.47224535
MOA-2010-BLG-328L,1,2.99,9.2
OGLE-2012-BLG-0563L,1,13.6,120.0
OGLE-2018-BLG-1119L,1,13.9,289.22385037
SWEEPS-11,1,12.666,3082.82
TOI-1824,1,2.7438269,16.0
TOI-2145,1,12.24020692,1805.26535176
Kepler-977,1,2.62,7.37
TOI-333,1,4.26,20.1
TOI-4994,1,8.54124329,88.99195396
Kepler-917,1,1.91,4.31
Kepler-872,1,1.99,4.62
BD+42 2315,1,14.2,174.80562385
WASP-186,1,12.44199,1341.2426
WASP-189,1,18.14733975,632.47852993
Kepler-866,1,1.63,3.29
16 Cyg B,1,13.5,565.7374
CoRoT-31,1,16.36514,266.9772
Gaia-1,1,13.77583728,533.95172376
Gl 49,1,2.24,5.63
HATS-47,1,12.520453,117.27927
HATS-71,1,11.478016,117.5971
HATS-72,1,8.0973816,39.855882
HD 108202,1,13.1,953.485221
HD 12648,1,13.4,622.9468
HD 137388,1,9.32,63.566
HD 13931,1,13.2,889.9195396
HD 208527,1,12.5,3146.4
HD 55696,1,12.9,1357.12729789
HD 70642,1,13.0,1239.5307873
HD 87646,1,12.4,3941.092
HD 96167,1,14.0,227.88411
HIP 75092,1,13.5,568.91284853
Kepler-789,1,2.12,5.14
K2-280,1,7.5,37.1
K2-329,1,8.675766,82.6358
K2-45,1,6.71,36.4
KMT-2016-BLG-2397L,1,13.2,836.0
KMT-2019-BLG-1367L,1,1.85,4.08
KMT-2023-BLG-0548L,1,13.1,1086.97315194
KMT-2023-BLG-1642L,1,13.8,343.25467956
Kepler-1032,1,1.87,4.16
Kepler-1042,1,2.19,5.43
Kepler-1079,1,1.63,3.29
Kepler-660,1,2.57,7.13
Kepler-1132,1,2.35,6.12
Kepler-622,1,2.13,5.18
Kepler-1175,1,2.99,9.22
Kepler-1180,1,1.99,4.62
Kepler-1988,1,1.53,2.96
Kepler-1299,1,2.98,9.17
Kepler-1393,1,0.8,0.437
Kepler-1459,1,1.36,2.42
Kepler-1726,1,2.50861954,6.84
HIP 56640,1,12.7,2151.69831539
Kepler-1817,1,2.27349126,5.79
Kepler-1889,1,2.94360686,8.98
Kepler-1809,1,1.513,2.9
Kepler-1805,1,1.54502915,3.0
Kepler-1775,1,3.64762153,12.9
Kepler-1585,1,1.79,3.86
Kepler-1566,1,0.79,0.418
Kepler-1133,1,1.97,4.54
Kepler-508,1,1.64,3.33
Kepler-1113,1,2.81,8.3
KOI-7368,1,2.22,5.56
Kepler-540,1,2.71,7.8
Kepler-772,1,1.82,3.97
Kepler-815,1,4.11,15.8
Kepler-898,1,1.49,2.83
Kepler-956,1,3.0,9.27
KPS-1,1,11.54527,346.4347
OGLE-2017-BLG-1275L,1,12.8,1875.1876013
KMT-2023-BLG-0735L,1,6.97,38.77506565
TOI-1452,1,1.672,4.82
KMT-2021-BLG-2010L,1,13.8,340.07639549
TYC 3667-1280-1,1,12.8,1716.282
WASP-103,1,17.127,473.547
WASP-80,1,11.197791,170.99254
nu Oct A,1,13.3,696.04421133
CoRoT-25,1,12.11,85.81
KMT-2019-BLG-1552L,1,13.0,1287.20504835
Gl 686,1,2.46,6.624
HAT-P-53,1,14.773462,471.65972
HAT-P-58,1,14.93036229,118.2321674
HATS-18,1,14.896761,629.144485
HD 12484,1,13.2,947.1334
KMT-2017-BLG-0673L,1,13.0,1166.43025369
K2-30,1,11.646151,184.02357
HD 16417,1,5.0,22.1
HD 185269,1,13.8,321.0083
HD 204941,1,10.1,73.1009
K2-295,1,10.054473,106.47305
HD 2952,1,13.9,284.77425267
HD 63765,1,14.2,168.4499
HD 8535,1,14.0,216.1244
K2-160,1,3.17824034,10.2
HIP 65891,1,12.8,1871.37366042
K2-113,1,12.14,410.0007
K2-178,1,3.55790985,12.4
K2-291,1,1.589,6.49
K2-322,1,1.92,4.35
K2-334,1,5.65,27.2
K2-335,1,2.21,5.52
K2-383,1,1.564,3.07
K2-387,1,7.322,42.2
K2-44,1,2.433,6.5
KMT-2021-BLG-0912L,1,1.49,2.81
Kepler-1098,1,1.3,2.24
Kepler-1127,1,1.96,4.5
Kepler-1192,1,2.36,6.17
Kepler-1281,1,1.64,3.33
K2-105,1,3.4,15.4
Kepler-1355,1,1.46,2.73
Kepler-1364,1,2.15,5.27
Kepler-1427,1,1.1,1.37
Kepler-1478,1,1.73,3.64
Kepler-1581,1,0.8,0.437
Kepler-1605,1,1.08,1.28
Kepler-1646,1,1.23,2.04
Kepler-1792,1,2.51990972,6.89
Kepler-1863,1,2.26309256,5.74
HD 10442,1,13.6,472.61321
Kepler-435,1,22.31,266.97
Kepler-545,1,2.69,7.7
Kepler-556,1,2.24,5.65
Kepler-579,1,2.0,4.66
Kepler-594,1,2.18,5.39
HD 73534,1,13.7,353.42696
Kepler-803,1,3.79,13.8
Kepler-893,1,3.03,9.43
HD 180053,1,13.3,697.31902
HD 149143,1,13.6,422.7139
TOI-1630,1,2.417,6.42
TOI-2048,1,2.61,7.32
TOI-2420,1,15.02003414,294.62693329
TOI-3837,1,10.87271128,187.51876013
TOI-4773,1,15.22179579,1687.66884117
TOI-5388,1,0.99,2.2
TOI-5688 A,1,10.3,124.0
VHS J125601.92-125723.9,1,13.67495645,5085.254512
WASP-70 A,1,13.047,187.512
11 UMi,1,12.3,4684.8142
