hostname,n_planets,avg_radius_earth,avg_mass_earth,sy_dist,ra,dec
Kepler-1976,1,12.21,,1314.51,292.16706,48.7275345
HD 73256,1,12.2,5085.254512,36.708,129.0949961,-30.0373339
KMT-2016-BLG-2142L,1,12.2,4923.0,7010.0,268.112,-29.3845615
11 Com,1,12.2,4914.89848585,93.1846,185.1787793,17.7932516
HD 240237,1,12.2,5050.3187,933.377,348.9259334,58.0432233
2MASS J03590986+2009361,1,12.2,5720.911326,117.435,59.7911026,20.1599759
HD 202206,1,12.2,5689.157,45.9665,318.7405221,-20.7897284
HD 220074,1,12.2,5288.6912,324.54,350.0599827,61.9701062
HD 28192,1,12.2,99.7981198,49.8063,66.7032517,-1.7244842
MOA-2019-BLG-008L,1,12.2,5720.911326,2700.0,267.982875,-29.9897306
HD 14067,1,12.2,4862.7746271,142.024,34.293348,23.7676546
HIP 54515,1,12.2,5625.5628039,82.8101,167.3066308,-1.3332838
ROXs 12,1,12.2,5085.0,136.65,246.6167993,-25.446695
FU Tau,1,12.2,5085.28,133.4950466,65.8974962,25.0506711
USco1621 A,1,12.2,5085.28,137.901,245.3730855,-25.4954265
KMT-2016-BLG-0212L,1,12.2,5700.0,6300.0,268.43925,-29.0868889
HIP 99770,1,12.2,5117.0373527,40.0765,303.6338344,36.8066046
HD 112300,1,12.2,5031.22368281,62.07324,193.8988441,3.3972376
Kepler-723,1,12.19,,1071.8,284.8304434,44.6580932
TIC 393818343,1,12.18416202,1379.37528638,93.7345,310.2917002,3.6382967
WASP-5,1,12.184,502.15,309.137,359.3490277,-41.2772202
TOI-169,1,12.172974,251.40353,407.84,16.7786879,-75.1989452
TOI-558,1,12.17295304,1147.36054927,402.63,42.2915093,-58.0246828
TOI-4515,1,12.17,637.0,193.499,21.1861778,21.5130638
Kepler-686,1,12.15,,1490.94,285.213819,39.027466
K2-113,1,12.14,410.0007,635.722,19.4493823,6.8688469
TOI-2485,1,12.1393261,766.60211768,397.953,205.2043217,22.9839692
WASP-2,1,12.116929,295.89973,153.242,307.7255587,6.4293305
Kepler-428,1,12.11,403.63,686.284,290.5817432,40.5773106
CoRoT-25,1,12.11,85.81,1103.48,280.6296561,6.5138223
WASP-10,1,12.106,1001.12,140.998,348.9930457,31.4627508
TOI-2589,1,12.10569916,1112.3994245,200.273,107.4881501,-37.230948
GJ 504,1,12.10569916,1271.3,17.5299,199.192348,9.4249781
WASP-106,1,12.10569916,613.40882551,352.181,166.4296276,-5.0794854
Gaia-5,1,12.1,6633.07885409,41.1813,302.0408173,41.9415455
HIP 97233,1,12.1,6098.17364511,102.275,296.4221207,-0.6968794
KMT-2019-BLG-0297L,1,12.1,6038.739733,3090.0,270.0632917,-28.9652806
HD 18438,1,12.1,6674.396547,224.146,46.5318358,79.41858
HD 97037,1,12.1,6707.76852973,32.413,167.5545621,-7.3901483
KMT-2022-BLG-2286L,1,12.1,6038.739733,7320.0,269.16525,-28.8549194
tau Gem,1,12.1,6547.0,112.537,107.7847232,30.2449545
2MASS J11550485-7919108,1,12.1,6356.56814,100.862,178.7691634,-79.3197558
KMT-2021-BLG-1770L,1,12.1,6674.396547,6920.0,270.4399583,-27.4186694
LP 261-75 A,1,12.1,6674.396547,33.928,147.7685281,35.9685562
HD 214823,1,12.1,5914.78665427,101.368,340.0832062,31.7875183
HD 96127,1,12.1,6661.7168,587.659,166.441502,44.30155
HD 41004 B,1,12.1,5838.29,41.5504,89.9565956,-48.2394114
HIP 77900,1,12.1,6674.396547,150.862,238.6253901,-27.3387434
HIP 948,1,12.1,6547.2651842,34.8523,2.9276336,-39.2304879
KMT-2024-BLG-1005L,1,12.1,6674.396547,6950.0,269.8055833,-28.7557806
KMT-2022-BLG-1013L,1,12.1,98.52680617,7710.0,264.70925,-28.3556694
ITG 15 A,1,12.1,6674.396547,136.37,69.9370379,26.0312128
UCAC3 113-933,1,12.1,6674.396547,52.5829,5.2758121,-33.8031679
HD 128717,1,12.1,6293.0024586,73.636,219.0881687,57.5609512
KIC 3526061,1,12.1,5768.58558705,401.229,285.1863974,38.6111112
HD 165131,1,12.1,5943.3912109,57.4263,271.3444007,-21.6737039
HD 139357,1,12.1,6315.5682755,112.09,233.8173564,53.9221505
HIP 79098 AB,1,12.1,6515.515,145.798,242.1821202,-23.6855244
HD 106515 A,1,12.1,6006.9568923,34.0915,183.7762699,-7.2575413
HD 109988,1,12.1,6935.33366915,42.5279,189.8154662,-32.7263607
KMT-2019-BLG-0335L,1,12.1,6674.396547,7710.0,262.840125,-29.5906889
UCAC4 328-061594,1,12.1,6674.396547,39.9089,152.6991091,-24.4532674
KMT-2023-BLG-1743L,1,12.1,6356.56814,7130.0,269.16525,-28.8549194
HATS-76,1,12.09449018,835.570882,385.689,70.3397665,-32.3204175
TOI-2587 A,1,12.07207221,69.28659273,373.675,115.9317105,-1.073333
HAT-P-62,1,12.02723629,241.86741773,348.815,74.5043816,48.3008551
HAT-P-68,1,12.016048,230.10892,202.152,118.4831501,23.9382192
HIP 39017,1,12.0,7500.7504052,66.3217,119.7665756,-4.3326006
GJ 680,1,12.0,7977.4930157,9.67315,263.8072214,-48.6788427
HIP 21152,1,12.0,7627.881768,43.4073,68.0205209,5.4100745
HD 80913,1,12.0,7505.2000029,61.3603,138.1021548,-81.768451
HD 284149 A,1,12.0,8352.53053596,117.807,61.6616887,20.3030344
HD 180314,1,12.0,7216.92963775,122.362,288.7094401,31.8604391
HD 221420,1,12.0,7278.2705203,31.1415,353.3319001,-77.3853286
TOI-3757,1,12.0,85.3,181.139,91.0036423,55.0199793
HIP 78530,1,12.0,7300.0,136.759,240.4810052,-21.980492
G 196-3,1,12.0,8263.538582,21.7912,151.0884754,50.3861806
MXB 1658-298,1,12.0,7532.571,,255.5272522,-29.9455833
WASP-158,1,11.99363,886.7457,524.993,4.1463468,-10.9764226
TOI-892,1,11.99363,301.9385,340.543,86.738228,-11.2353401
WASP-150,1,11.99363,2688.8418,527.995,264.2630197,53.0212751
NGTS-9,1,11.99363,921.707,609.128,141.9206435,-19.3476477
TOI-1478,1,11.99360935,279.68899816,152.892,126.4337428,-13.5595485
TOI-2005,1,11.99360935,2034.1018048,328.475,164.031654,-43.3766967
NGTS-20,1,11.99360935,947.12865286,382.898,46.2926368,-21.9336472
WASP-21,1,11.99,95.345,258.426,347.4928024,18.3961597
Kepler-548,1,11.99,,751.776,299.9059167,45.4396103
TOI-5110,1,11.98240037,921.7023803,392.259,94.4042694,31.6103309
HATS-44,1,11.960003,177.9848,446.035,84.3267559,-27.9725758
CoRoT-9,1,11.948794,266.9772,412.98,280.7866461,6.2040783
Kepler-1704,1,11.94877343,1322.16617312,835.455,291.2012559,51.1442437
TOI-6420,1,11.93756445,2606.1929374,634.712,125.5443036,-19.1242852
TOI-6034,1,11.92,254.0,117.992,317.9001392,68.4020762
Qatar-6,1,11.903958,212.31044,100.848,222.2100773,22.1526136
HD 457,1,11.9,8445.3364308,55.0375,2.2492922,-39.7372401
KMT-2018-BLG-0885L,1,11.9,9217.023803,6890.0,268.9663333,-28.5133611
2MASS J11011926-7732383,1,11.9,8899.195396,,165.3295388,-77.5440912
DENIS-P J082303.1-491201,1,11.9,9057.77,20.77,125.7620668,-49.2003008
2MASS J22501512+2325342,1,11.9,9534.85221,57.2309,342.5634097,23.4259058
HD 110537,1,11.9,8612.83200129,45.0858,190.7462412,-4.0501059
PZ Tel,1,11.9,8581.366989,47.0648,283.2745823,-50.1808952
TOI-5293 A,1,11.9,170.4,162.229,355.828682,-2.0450945
HD 141937,1,11.9,8714.85491994,33.3622,238.0735585,-18.4359716
Luhman 16 A,1,11.9,9344.1551658,,162.3282594,-53.3193715
HD 125390,1,11.9,8646.20398403,153.647,214.5387463,38.9669132
HD 26161,1,11.9,9045.39646322,40.9128,62.4122255,31.6524346
HD 6860,1,11.9,8981.83078182,61.12469,17.432979,35.620499
HD 188641,1,11.9,9333.03117155,64.3399,299.4048303,-37.7448845
TOI-2025,1,11.89272852,1144.1822652,335.985,282.7952558,82.2454143
TOI-1420,1,11.89,25.1,201.918,322.9418092,66.3490054
TOI-628,1,11.88154,2011.8639,178.68,99.2630608,1.7675497
WASP-117,1,11.88154,95.349,157.963,36.7758112,-50.2844247
K2-31,1,11.88154,563.83042,110.527,245.4405531,-23.548273
HAT-P-15,1,11.88154,616.5902,192.516,66.248142,39.460602
TOI-5153,1,11.88151954,1036.12060682,390.484,91.5403204,-19.9534443
Kepler-1647,1,11.8739,483.0,1212.45,298.150057,40.6561751
TOI-4551,1,11.85910158,473.56432643,215.986,184.9787579,-25.8278531
HATS-62,1,11.825495,56.89157,523.067,312.4493079,-24.303506
TOI-2010,1,11.81426566,408.7273314,109.19,292.1669417,53.4873694
K2-115,1,11.80305668,321.00669107,413.591,126.5535002,12.281851
EPIC 246851721,1,11.780659,953.49,372.632,78.9198197,16.2786991
HN Peg,1,11.7768,6991.57,18.1186,326.1315705,14.7714524
CoRoT-23,1,11.77,889.9,1060.97,279.7826586,4.3577516
Kepler-75,1,11.77,3209.9,835.356,291.1376203,36.5773443
WASP-57,1,11.76945,204.68252,398.276,223.8199788,-2.0576866
NGTS-12,1,11.747032,66.10864,446.442,176.2499418,-35.640563
TOI-2379,1,11.72459381,1830.69162432,211.247,358.0920465,-53.043156
TOI-4603,1,11.67975789,4096.80816623,225.643,83.8659288,21.2942417
TOI-3877,1,11.67975789,99.7981198,493.77,170.4544727,33.9913822
WASP-83,1,11.65736,95.349,271.103,190.1519558,-19.2843527
WASP-89,1,11.65736,1875.197,290.946,313.9000261,-18.9714084
Kepler-490,1,11.65,,1523.0,295.025662,46.9559536
HATS-14,1,11.646151,340.39593,513.011,313.2154754,-25.6873756
K2-30,1,11.646151,184.02357,333.042,52.3420548,22.2993491
TOI-5261,1,11.60129502,3651.84839643,377.054,305.4585453,19.4358468
OGLE-2013-BLG-0132L,1,11.6,92.0,3900.0,269.764618,-28.4210281
TOI-5205,1,11.6,343.0,86.4493,313.7706819,24.360977
TOI-6303,1,11.59,2493.0,152.219,46.7806502,40.147174
HATS-74 A,1,11.56766808,464.02947422,299.389,171.0147921,-19.5569588
HD 80606,1,11.56766808,1323.46926959,66.4711,140.6569501,50.6037764
Wendelstein-1,1,11.5609626,188.15536,305.3,299.0506412,17.5699627
WASP-91,1,11.54527,425.8922,149.942,357.846434,-70.1528621
KPS-1,1,11.54527,346.4347,262.706,165.167198,64.9638452
TOI-2529,1,11.54525012,743.71847238,296.271,118.9945352,-52.3548332
TOI-519,1,11.54525012,147.15455244,115.557,124.6067582,-19.6627918
HD 1397,1,11.500434,131.89945,79.5702,4.4471631,-66.3589285
TIC 4672985,1,11.5004142,4049.13390518,253.385,38.4706782,-10.6573827
TOI-2384,1,11.48920522,624.85064816,191.51,36.1561463,-65.0001957
HATS-71,1,11.478016,117.5971,140.225,15.5518893,-61.7561333
TOI-5882,1,11.46678726,6995.40323807,416.104,311.8886385,34.7374918
NGTS-25,1,11.46678726,203.09235207,521.233,307.4182976,-39.0323568
TOI-1259 A,1,11.45557828,140.16232749,118.106,282.1001665,79.2564761
TOI-564,1,11.43318,464.98529,199.581,130.2951535,-16.0363275
WASP-99,1,11.43318,772.3269,158.66,39.8976689,-50.0081934
TOI-7041,1,11.43316031,114.41822652,439.52,357.8021716,-50.8698618
HATS-4,1,11.433,420.471,416.459,94.1120914,-22.5468824
CoRoT-17,1,11.43,772.29,1176.12,278.699236,-6.612288
HAT-P-27,1,11.43,197.05,199.173,222.7673221,5.9473626
OGLE-TR-111,1,11.421971,174.799,1068.33,163.324115,-61.4056976
KMT-2019-BLG-2974L,1,11.4,88.99195396,6100.0,267.8520833,-29.4231611
TOI-2184,1,11.39953337,206.58846455,788.317,100.8331246,-66.9476563
TOI-3235,1,11.39953337,211.35589065,72.811,207.4738488,-46.0665139
HATS-54,1,11.37711541,239.32479047,748.585,200.6348641,-44.6888393
TOI-2180,1,11.32107051,875.61726129,116.685,277.94363,56.6506789
TOI-3714,1,11.32107051,222.4798849,112.71,69.5523415,39.4580035
CoRoT-3,1,11.32,6883.91,768.771,292.0552827,0.1218359
Qatar-9,1,11.309881,378.2177,213.771,160.748095,60.9641194
CoRoT-30,1,11.309881,921.707,1032.23,277.6011767,6.8359338
HAT-P-52,1,11.309881,259.98494,361.155,42.7217412,29.0222492
TOI-5542,1,11.30986153,419.53349724,348.849,302.7984228,-61.1354659
HAT-P-19,1,11.29865255,88.03846874,202.078,9.5165832,34.7114025
TOI-6383 A,1,11.29,331.0,171.319,60.4246951,60.8913677
CoRoT-27,1,11.287,3302.11,1010.28,278.4958319,5.5383811
TIC 172900988 Aa,1,11.25,942.0,250.956,128.6616644,31.5539793
TOI-2449,1,11.24,222.0,156.786,67.984371,-34.4555327
WASP-69,1,11.21,82.58,49.9605,315.0259661,-5.094857
WASP-34,1,11.209,177.9848,132.096,165.3993679,-23.8609457
K2-232,1,11.209,126.49634,130.72,73.7667927,18.654323
2MASS J01225093-2439505,1,11.209,7786.5,33.8281,20.7128012,-24.6646128
WASP-162,1,11.209,1652.716,310.841,168.2929079,-17.6577794
TOI-3288,1,11.2089807,670.61793877,200.5,297.1103158,-43.0180008
TOI-2524,1,11.2089807,203.41018048,438.842,160.8868435,-1.9126984
HD 114082,1,11.2089807,2542.627256,95.3906,197.3171237,-60.3084347
TOI-4406,1,11.2089807,95.3485221,261.834,18.0485164,-56.9253875
TOI-2338,1,11.2089807,1900.61387386,313.996,81.3445824,-34.6682491
WASP-80,1,11.197791,170.99254,49.7876,303.1667996,-2.1444369
WASP-157,1,11.19,182.43442,334.037,201.6551525,-8.3176353
HATS-6,1,11.186582,101.38777,169.318,88.1468079,-19.0316268
HAT-P-18,1,11.153,62.61,161.4,256.346376,33.0123251
TOI-2207,1,11.1529358,203.41018048,373.345,307.5966925,-44.8876181
TOI-2497,1,11.14172682,1531.93292174,285.289,90.0625878,11.8840577
TOI-1811,1,11.14172682,308.9292116,128.23,188.9223576,27.2143766
XO-2 N,1,11.130537,179.89178,154.273,117.0267691,50.2251472
ZTF J1828+2308,1,11.13051784,6356.56814,201.827,277.2031946,23.1439121
MOA-2010-BLG-353L,1,11.1,86.0,6430.0,271.303917,-27.2932333
HD 109749,1,11.1,85.8141,63.0821,189.3173489,-40.8121458
HD 168746,1,11.1,85.8141,41.5681,275.4573269,-11.9229757
TOI-481,1,11.09691,486.2799,179.366,110.5126861,-57.384998
KOI-3680,1,11.09691,613.4119,921.986,293.2815266,45.3096572
TOI-1273,1,11.09689089,70.55790635,177.118,214.1208564,58.3902534
TOI-1899,1,11.09689089,212.94503269,128.438,299.4268472,40.1433462
TOI-3593,1,11.02963701,565.73456446,226.63,331.506364,34.2116583
KMT-2023-BLG-0119L,1,11.0,83.7,5410.0,266.8150417,-34.5721889
WASP-171,1,10.98482,344.52772,757.84,171.8450533,-44.0887035
TOI-6628,1,10.98480109,235.19302118,320.527,225.8370504,-35.2305793
Kepler-425,1,10.962,79.45,646.647,290.3579781,40.5676965
TOI-2567,1,10.92875618,63.88350981,504.775,288.4656683,66.3479375
TOI-4734,1,10.9175472,61.65871096,563.068,90.3581219,12.5478825
HD 108147,1,10.9,82.95,38.92,186.4409852,-64.0223492
HD 16141,1,10.9,82.6358,37.7861,38.8323674,-3.5624887
OGLE-2018-BLG-0799L,1,10.9,82.63538582,4050.0,273.459,-25.4857222
KMT-2022-BLG-0371L,1,10.9,82.63538582,7140.0,265.3619167,-34.6986694
NGTS-35,1,10.9,152.0,183.078,170.276336,-26.0666162
TOI-6330,1,10.89,3179.0,139.042,22.1679816,53.6860778
TOI-3837,1,10.87271128,187.51876013,311.705,152.6662832,24.2731213
CoRoT-10,1,10.87,874.0,338.386,291.0636813,0.7460143
HATS-10,1,10.861521,167.17858,534.889,294.3068385,-22.2044872
TOI-2368,1,10.83908434,206.58846455,210.915,134.9576234,-48.4884929
TOI-172,1,10.816685,1722.6386,342.831,316.6318791,-26.6928654
GJ 649,1,10.8,81.99972901,10.3796,254.5363221,25.7419719
WASP-23,1,10.783,280.95,207.49,101.1275033,-42.7622296
TOI-5616,1,10.78,624.0,390.415,184.9016378,48.6832895
Kepler-77,1,10.761,136.661,639.411,289.6079433,44.3454347
WASP-105,1,10.76064,572.094,169.272,24.1678686,-50.659308
WASP-32,1,10.76064,835.8929,275.994,3.9617073,1.2005122
TOI-2158,1,10.76062147,260.61929374,198.473,276.8100527,20.5268868
WASP-154,1,10.76062147,198.96058278,215.501,327.7191734,-8.6359458
TOI-5027,1,10.76062147,642.01338214,204.429,243.8850212,-69.2170972
Kepler-15,1,10.76,209.76,739.412,296.2005506,49.1400304
Kepler-74,1,10.76,200.22,1177.55,293.0925275,41.3555095
Kepler-45,1,10.76,160.497,381.949,292.8729292,41.0641727
HAT-P-12,1,10.749,67.059,142.751,209.3886452,43.49331
IRAS 04125+2902,1,10.73820351,80.8,159.244,63.9283394,29.166542
TOI-5210,1,10.72699453,81.99972901,302.086,314.316923,21.9502055
CoRoT-28,1,10.704595,153.82972,766.183,278.6883216,5.5736911
OGLE-2007-BLG-349L A,1,10.7,80.0,2760.0,271.351807,-26.4219437
HATS-22,1,10.682177,870.8542,229.518,174.0098693,-29.5433642
TOI-4214,1,10.68215861,165.27077164,346.881,110.2495104,-13.9262649
WASP-45,1,10.603714,306.38812,211.196,5.2377567,-35.998465
TOI-5344,1,10.60369574,130.94530368,138.367,63.2662165,20.9151568
HD 101930,1,10.6,79.4575,30.0274,175.875608,-58.0053798
HATS-69,1,10.592505,183.38791,414.537,289.2974275,-60.8917599
K2-114,1,10.59248676,638.83509807,475.758,127.882912,11.922255
HAT-P-54,1,10.581296,241.5508,143.651,99.8979924,25.4824005
Kepler-685,1,10.58,78.8,938.715,293.8719143,38.4229184
TOI-3486,1,10.5700688,99.16246298,154.715,249.4432035,-59.3051077
K2-419 A,1,10.55,196.0,268.685,135.0194934,13.2737056
POTS-1,1,10.548,734.16,747.959,203.6087259,-66.5811639
KOI-1257,1,10.54,460.83,656.0,291.2250888,44.9272918
HAT-P-3,1,10.53646,206.5895,134.554,206.0940142,48.028565
WASP-56,1,10.53646,143.0235,321.084,183.3660401,23.055687
TOI-4582,1,10.53644186,168.44905571,383.846,256.8601374,68.8656263
TOI-1199,1,10.5140239,75.96098927,248.427,166.8806581,61.3525723
KMT-2018-BLG-1743L,1,10.5,77.86795971,6483.0,274.283375,-26.3596389
WISEP J121756.91+162640.2 A,1,10.468,6992.0,10.1,184.487125,16.4445
WASP-129,1,10.42437,317.83,301.462,176.2990518,-42.0639575
TOI-2373,1,10.42435205,2955.8041851,508.686,61.6862197,-16.7557546
WASP-43,1,10.424,565.714,86.7467,154.9081869,-9.8064431
TOI-5634 A,1,10.42,588.0,306.144,175.6436366,20.9652921
NGTS-30,1,10.40193409,305.11527072,238.377,173.714867,-24.6054801
OGLE-2015-BLG-1609L,1,10.4,76.27881768,3300.0,270.8237917,-26.9071111
WD 1856+534,1,10.4,4386.054,24.7359,284.415675,53.5090244
TOI-2421,1,10.36830715,105.83685953,327.927,33.1540208,-35.3909182
WASP-195,1,10.31226224,33.05415433,484.852,247.5496427,49.895791
OGLE-2017-BLG-0364L,1,10.3,75.8,7860.0,265.227875,-34.6175833
HD 126525,1,10.3,75.32571,37.6506,216.8852514,-51.9329118
TOI-5688 A,1,10.3,124.0,226.318,266.9231001,47.7050486
Kepler-816,1,10.24,74.5,983.697,293.3628165,39.2124394
HATS-5,1,10.223,75.323,246.384,67.2228465,-21.4820568
TOI-5349,1,10.2,127.4,188.336,52.7125703,20.8796279
Kepler-693,1,10.18,73.8,1151.51,283.253527,40.3582155
Kepler-643,1,10.16,321.0083,1063.58,290.3272423,42.8982283
HATS-46,1,10.121727,54.98459,453.808,6.7026401,-56.3161021
HD 122562,1,10.1,73.10053361,53.2528,210.5886904,20.8810286
HD 3651,1,10.1,72.46524,11.1336,9.8387218,21.2488844
KMT-2018-BLG-0087L,1,10.1,73.10053361,7020.0,264.327,-27.8320611
HD 204941,1,10.1,73.1009,28.7165,323.0966714,-20.957957
WASP-145 A,1,10.0881,282.8687,91.299,322.2537644,-58.8361466
CoRoT-29,1,10.0881,270.1555,806.507,278.9020691,6.4795703
TOI-2337,1,10.08808263,508.5254512,536.046,290.6198948,60.8539035
HAT-P-61,1,10.07687365,335.9446262,338.84,75.4801665,50.1311784
K2-295,1,10.054473,106.47305,232.801,19.6101417,6.8167277
HD 46375,1,10.0,71.8,29.5529,98.3030763,5.4625071
WASP-130,1,9.97601,390.9309,172.256,203.1060194,-42.4752733
Lupus-TR-3,1,9.976,257.431,773.409,232.5774696,-42.9799461
TOI-2328,1,9.97599282,50.85254512,231.782,31.6907424,-81.247376
Kepler-1708,1,9.96,1462.0106722,1666.69,296.8241065,43.6248197
CoRoT-13,1,9.92,415.704,1148.93,102.7211432,-5.0864557
K2-308,1,9.916,70.6,1314.53,78.3391194,16.4141986
HATS-75,1,9.90873894,156.05374784,194.964,60.9493919,-25.4089214
WASP-60,1,9.86392,174.8065,431.052,356.6667136,31.1559115
TOI-2416,1,9.86390302,953.485221,557.733,57.3389409,-60.7871861
TOI-5300,1,9.86390302,190.6970442,162.51,356.481137,0.4587978
TOI-5218,1,9.86,657.0,377.483,292.6634642,71.7629612
HATS-8,1,9.785457,43.86054,794.637,294.9416887,-25.7483655
Kepler-1517,1,9.76,68.7,847.299,287.8072115,43.1888008
Kepler-688,1,9.76,68.7,1357.75,294.6552312,39.3083446
TOI-1859,1,9.75181321,68.6,224.385,279.8317644,69.5228726
TOI-5573,1,9.75,112.0,186.562,136.4259999,55.3071309
HAT-P-20,1,9.718,2302.899,71.0374,111.9164295,24.3361185
Kepler-714,1,9.67,67.6,2083.37,282.6994685,43.2727437
TOI-1298,1,9.65807033,99.0,319.036,241.3229012,70.1900397
MOA-2009-BLG-319L,1,9.64,67.3,7050.0,271.742208,-26.8196917
TOI-2876,1,9.6397234,54.03082919,225.744,110.2473528,-21.1146384
TOI-907,1,9.6158851,67.0,312.529,262.1834072,-62.840383
TOI-2447,1,9.60609646,124.90656395,148.987,70.9975864,-31.9066369
HD 76700,1,9.6,66.7443,60.8831,133.4782248,-66.8004747
KMT-2021-BLG-0240L,1,9.6,66.74396547,6600.0,267.5772917,-30.0049694
GJ 9066,1,9.6,66.74396547,4.471,30.0588307,13.0443172
TOI-6894,1,9.5836785,53.39517238,73.8131,173.4691418,12.4510906
HD 8326,1,9.58,66.6,30.6862,20.5314418,-26.8940678
TOI-1227,1,9.57246952,66.5,100.641,186.7673635,-72.4518501
TOI-954,1,9.550068,55.30242,238.768,61.9410587,-25.2088028
Kepler-1515,1,9.55,66.2,539.321,290.9739057,48.1782059
WASP-182,1,9.52765,47.03884,327.602,311.673345,-41.8209828
WASP-144,1,9.52765,139.8452,355.513,320.7628761,-40.0484393
HD 21411,1,9.52,65.9,29.1328,51.5474155,-30.6168403
K2-287,1,9.494023,100.11645,158.335,233.0743401,-22.3583447
TOI-1898,1,9.39553231,129.0,79.6682,144.5553,23.5467464
TOI-1135,1,9.34085,51.42,114.048,193.3963704,85.1294952
PH2,1,9.33708092,87.08498352,343.863,289.7636212,51.962683
OGLE-2018-BLG-1212L,1,9.32,63.5656814,1550.0,271.077625,-28.1940833
HD 218566,1,9.32,63.566,28.8274,347.297417,-2.2611645
HD 220197,1,9.32,63.566,64.411,350.4946927,16.6323305
HD 137388,1,9.32,63.566,40.4841,233.915082,-80.2044169
TOI-530,1,9.30345398,127.1313628,148.762,103.4128333,12.8815784
Kepler-856,1,9.3,63.3,1351.17,289.6038379,46.3149097
TOI-2986,1,9.292245,96.61983573,563.149,163.7715605,-6.4784524
K2-261,1,9.26982704,68.96876432,213.283,163.0323119,0.493167
HAT-P-38,1,9.247,84.857,255.206,35.3834942,32.2460441
TOI-622,1,9.2362001,96.30200732,123.297,125.3050544,-46.4842959
Kepler-1981,1,9.23,62.5,659.395,287.9754691,38.7402988
Kepler-695,1,9.21,62.3,842.947,299.3160934,40.8223815
TOI-1173,1,9.19,27.4,132.353,197.6830975,70.7680117
Kepler-1654,1,9.180171,158.915,568.117,282.1856949,44.4344617
HD 221416,1,9.17,60.5,95.5483,353.0331863,-21.8012007
Kepler-702,1,9.17,61.8,992.071,293.8781041,41.6617245
TOI-837,1,9.16894621,120.45696625,142.488,157.0372806,-64.5052107
NGTS-11,1,9.157753,109.33352,190.422,23.5214497,-14.4191493
KMT-2021-BLG-1372L,1,9.12,61.27,5970.0,264.4885417,-28.1483889
K2-139,1,9.11,123.00021,153.856,289.066707,-17.9107147
TOI-5422,1,9.10169233,8899.195396,346.141,86.8436173,25.6260342
K2-289,1,9.1,61.0,274.3,246.6429443,-15.7925384
TOI-1268,1,9.1,96.4,109.557,198.3885831,62.3053799
SWEEPS-4,1,9.079,1207.7,8500.0,269.7246667,-29.1890556
HD 332231,1,9.07303305,74.1,80.6665,306.741134,33.7443882
KMT-2019-BLG-1042L,1,9.05,60.38739733,6600.0,270.5440417,-27.5806694
Kepler-817,1,9.03,60.2,1484.46,296.0818498,39.161614
OGLE-2011-BLG-0173L,1,9.01,60.0,6100.0,269.315735,-28.2338619
KMT-2018-BLG-0748L,1,9.01,60.0,7300.0,267.8745,-30.6463889
Kepler-950,1,8.98,59.6,2161.6,287.9565768,41.1302834
WASP-139,1,8.9672,37.18611,212.472,49.562173,-41.3020235
HATS-48 A,1,8.9672,77.23269,263.609,288.6720048,-59.5793505
Kepler-1746,1,8.93504475,59.1,979.541,288.3203979,42.2613874
Kepler-491,1,8.92,59.0,630.785,287.1305782,42.3501533
Kepler-890,1,8.89,58.6,1712.12,288.435718,43.7634712
OGLE-2008-BLG-092L,1,8.74,57.0,8100.0,267.540708,-34.6731944
TOI-1194,1,8.71664516,120.0,149.667,167.8214811,69.9647749
HATS-17,1,8.709393,425.25654,400.331,192.1895676,-47.6136789
TOI-4860,1,8.7,86.7,80.1423,183.563961,-13.1748411
WASP-59,1,8.687,274.276,115.936,349.6229547,24.889277
K2-329,1,8.675766,82.6358,233.237,351.1353785,-5.1641451
WASP-29,1,8.63093,73.1009,87.5953,357.8791976,-39.9071215
TOI-2364,1,8.60849718,71.51139158,219.614,89.1300265,-5.0120298
HD 117618,1,8.59,55.30242,37.7781,203.1066418,-47.2719049
HATS-49,1,8.574885,112.19399,324.413,6.6135927,-56.3442798
Kepler-34,1,8.564,69.92,1800.82,296.4358022,44.6415369
HD 3765,1,8.56,54.98431441,17.926,10.2072994,40.1842918
TOI-4994,1,8.54124329,88.99195396,329.304,283.1325335,-78.4344302
TOI-5786,1,8.54,73.0,192.475,293.3223259,30.7042468
Kepler-719,1,8.52,54.5,2497.51,295.5360628,43.8844116
TOI-6448,1,8.47398941,54.0,386.879,110.1704109,-33.9223285
HD 102117,1,8.47,54.0311,39.5792,176.2097267,-58.7040134
Kepler-16,1,8.4493,105.833,75.0852,289.0758307,51.757229
Kepler-720,1,8.41,53.4,1065.37,298.6356478,44.1709388
OGLE-2012-BLG-0838L,1,8.39,53.1,6320.0,273.003083,-25.7116111
K2-127,1,8.37,52.9,709.999,207.0782895,-11.5889878
Kepler-855,1,8.35,52.7,1506.58,295.0949565,43.537565
TOI-762 A,1,8.33948164,79.77493016,98.4458,166.0747423,-47.8214964
HD 149026,1,8.29466,120.7754,75.8643,247.6229827,38.3475349
TOI-3629,1,8.29464572,82.63538582,130.091,359.7933851,39.3142556
TOI-4507,1,8.2,20.0,178.26,80.4513677,-69.9882175
Kepler-703,1,8.2,51.1,1156.83,299.1868586,41.742699
TOI-4641,1,8.18255591,1229.99593509,86.3501,42.5582023,25.3335334
HD 13724,1,8.18,50.85254512,43.465,33.0859626,-46.8166738
K2-281,1,8.18,50.9,458.139,16.2274724,7.2692169
